 0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00  0.00000000e+00  7.00002722e+00 
 2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00  2.80000000e-06  7.00002722e+00 
 5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00  5.60000000e-06  7.00002722e+00 
 1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00  1.12000000e-05  7.00002722e+00 
 2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00  2.24000000e-05  7.00002722e+00 
 4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00  4.48000000e-05  7.00002722e+00 
 8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00  8.96000000e-05  7.00002722e+00 
 1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00  1.79200000e-04  7.00002722e+00 
 3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00  3.58400000e-04  7.00002722e+00 
 6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00  6.38400000e-04  7.00002722e+00 
